Weather,Road_Type,Time_of_Day,Traffic_Density,Speed_Limit,Number_of_Vehicles,Driver_Alcohol,Accident_Severity,Road_Condition,Vehicle_Type,Driver_Age,Driver_Experience,Road_Light_Condition,Accident,Time_Numeric,Time_Risk,Weather_Risk,Weather_Road_Risk,Age_Group,Experience_Age_Ratio,Driver_Risk_Score,Traffic_Risk,Speed_Risk,Road_Type_Risk,Weather_Time_Interaction,Traffic_Road_Interaction
Clear,Highway,Morning,1.0,60.0,3.0,0.0,Low,Icy,Car,65.0,57.0,Artificial Light,1.0,0,1,1,1,Senior,0.8769230769230769,1,3.0,1,3,1,3.0
Snowy,Highway,Afternoon,1.0,30.0,4.0,1.0,Moderate,Dry,Car,66.0,38.9812030075188,Daylight,1.0,1,2,5,1,Elderly,0.590624287992709,3,4.0,1,3,10,3.0
Clear,Highway,Afternoon,0.0,60.0,2.0,1.0,Low,Wet,Car,41.0,41.0,Artificial Light,1.0,1,2,1,1,Middle_Age,1.0,1,0.0,1,3,2,0.0
Clear,Highway,Evening,1.0012531328320802,100.0,4.0,0.0,Moderate,Dry,Truck,34.0,28.0,Artificial Light,0.0,2,3,1,1,Adult,0.8235294117647058,1,4.005012531328321,2,3,3,3.0037593984962405
Clear,Mountain Road,Afternoon,2.0,30.0,1.0,1.0,Moderate,Dry,Car,43.0,38.0,Daylight,0.0,1,2,1,1,Middle_Age,0.8837209302325582,1,2.0,1,4,2,8.0
Stormy,Rural Road,Night,2.0,100.0,3.0,0.0,Low,Icy,Car,48.0,39.0,Daylight,1.0,3,4,4,3,Middle_Age,0.8125,1,6.0,2,2,16,4.0
Clear,Highway,Evening,0.0,80.0,5.0,0.0,Low,Dry,Car,23.0,22.0,Daylight,1.0,2,3,1,1,Young,0.9565217391304348,3,0.0,2,3,3,0.0
Clear,Highway,Afternoon,2.0,80.0,2.0,0.0,Low,Dry,Car,24.0,23.0,Daylight,1.0,1,2,1,1,Young,0.9583333333333334,3,4.0,2,3,2,6.0
Rainy,Highway,Evening,2.0,100.0,3.0,0.0,Low,Icy,Car,34.0,34.0,Artificial Light,0.0,2,3,2,1,Adult,1.0,1,6.0,2,3,6,6.0
Clear,City Road,Evening,2.0,50.0,3.0,0.0,Low,Dry,Car,49.0,44.0,Daylight,1.0,2,3,1,1,Middle_Age,0.8979591836734694,1,6.0,1,2,3,4.0
Clear,Highway,Night,1.0,50.0,3.0,0.0,Moderate,Dry,Car,36.0,35.0,Artificial Light,1.0,3,4,1,1,Middle_Age,0.9722222222222222,1,3.0,1,3,4,3.0
Rainy,Highway,Evening,2.0,80.0,1.0,0.0,Low,Dry,Car,65.0,60.0,Artificial Light,1.0,2,3,2,1,Senior,0.9230769230769231,1,2.0,2,3,6,6.0
Clear,Mountain Road,Evening,1.0,60.0,1.0,1.0,Low,Dry,Car,30.0,25.0,Artificial Light,1.0,2,3,1,1,Adult,0.8333333333333334,1,1.0,1,4,3,4.0
Snowy,Highway,Afternoon,0.0,30.0,3.0,1.0,Low,Dry,Car,33.0,29.0,Daylight,1.0,1,2,5,1,Adult,0.8787878787878788,1,0.0,1,3,10,0.0
Rainy,Highway,Afternoon,1.0012531328320802,50.0,5.0,0.0,Moderate,Dry,Truck,40.0,36.0,Daylight,0.0,1,2,2,1,Middle_Age,0.9,1,5.0062656641604,1,3,4,3.0037593984962405
Clear,Rural Road,Evening,0.0,80.0,2.0,1.0,Low,Icy,Car,25.0,23.0,Daylight,0.0,2,3,1,1,Young,0.92,1,0.0,2,2,3,0.0
Clear,Highway,Afternoon,1.0,60.0,4.0,0.0,Low,Icy,Truck,20.0,20.0,Daylight,0.0,1,2,1,1,Young,1.0,3,4.0,1,3,2,3.0
Rainy,Rural Road,Afternoon,2.0,80.0,3.0,0.0,Moderate,Wet,Truck,64.0,57.0,Artificial Light,1.0,1,2,2,2,Senior,0.890625,1,6.0,2,2,4,4.0
Stormy,City Road,Afternoon,0.0,50.0,1.0,0.0,High,Dry,Car,22.0,14.0,Artificial Light,0.0,1,2,4,3,Young,0.6363636363636364,3,0.0,1,2,8,0.0
Snowy,Highway,Afternoon,0.0,50.0,5.0,0.0,Low,Dry,Car,38.0,37.0,Artificial Light,0.0,1,2,5,1,Middle_Age,0.9736842105263158,1,0.0,1,3,10,0.0
Rainy,City Road,Morning,1.0,50.0,1.0,0.0,Low,Wet,Car,18.0,9.0,Artificial Light,0.0,0,1,2,2,Young,0.5,3,1.0,1,2,2,2.0
Stormy,Highway,Night,1.0,60.0,5.0,0.0,Low,Icy,Car,27.0,19.0,Daylight,1.0,3,4,4,3,Adult,0.7037037037037037,1,5.0,1,3,16,3.0
Foggy,Rural Road,Afternoon,2.0,60.0,4.0,1.0,Moderate,Under Construction,Car,58.0,54.0,Artificial Light,1.0,1,2,3,3,Senior,0.9310344827586207,1,8.0,1,2,6,4.0
Clear,Rural Road,Morning,1.0012531328320802,100.0,2.0,0.0,Low,Dry,Truck,60.0,59.0,Artificial Light,1.0,0,1,1,1,Senior,0.9833333333333333,1,2.0025062656641603,2,2,1,2.0025062656641603
Rainy,Highway,Evening,1.0,50.0,3.0,0.0,Low,Dry,Motorcycle,65.0,63.0,Artificial Light,1.0,2,3,2,1,Senior,0.9692307692307692,1,3.0,1,3,6,3.0
Clear,Highway,Afternoon,0.0,60.0,1.0,0.0,Moderate,Icy,Car,56.0,55.0,Daylight,0.0,1,2,1,1,Senior,0.9821428571428571,1,0.0,1,3,2,0.0
Foggy,Highway,Evening,0.0,60.0,3.0,1.0,High,Dry,Car,53.0,53.0,Daylight,0.0,2,3,3,3,Senior,1.0,1,0.0,1,3,9,0.0
Rainy,Highway,Night,0.0,100.0,5.0,0.0,Moderate,Icy,Car,21.0,19.0,Artificial Light,0.0,3,4,2,1,Young,0.9047619047619048,3,0.0,2,3,8,0.0
Clear,City Road,Afternoon,2.0,60.0,1.0,0.0,Low,Dry,Motorcycle,60.0,52.0,Artificial Light,0.0,1,2,1,1,Senior,0.8666666666666667,1,2.0,1,2,2,4.0
Clear,Highway,Afternoon,2.0,100.0,2.0,0.0,Moderate,Dry,Car,42.0,41.0,Artificial Light,0.0,1,2,1,1,Middle_Age,0.9761904761904762,1,4.0,2,3,2,6.0
Stormy,Rural Road,Evening,0.0,80.0,5.0,0.0,Low,Wet,Car,60.0,38.9812030075188,Artificial Light,1.0,2,3,4,3,Senior,0.64968671679198,1,0.0,2,2,12,0.0
Snowy,City Road,Morning,1.0,100.0,1.0,1.0,Low,Icy,Car,36.0,34.0,Daylight,0.0,0,1,5,1,Middle_Age,0.9444444444444444,1,1.0,2,2,5,2.0
Snowy,Mountain Road,Evening,2.0,80.0,2.0,1.0,Moderate,Dry,Car,23.0,22.0,Daylight,1.0,2,3,5,1,Young,0.9565217391304348,3,4.0,2,4,15,8.0
Clear,Highway,Afternoon,2.0,60.0,5.0,0.0,Low,Dry,Car,61.0,52.0,No Light,1.0,1,2,1,1,Senior,0.8524590163934426,1,10.0,1,3,2,6.0
Clear,Highway,Afternoon,0.0,50.0,3.0,0.0,Low,Dry,Car,50.0,45.0,Artificial Light,0.0,1,2,1,1,Middle_Age,0.9,1,0.0,1,3,2,0.0
Clear,Highway,Afternoon,2.0,60.0,3.0,0.0,Low,Dry,Car,39.0,33.0,Daylight,0.0,1,2,1,1,Middle_Age,0.8461538461538461,1,6.0,1,3,2,6.0
Clear,City Road,Afternoon,1.0012531328320802,30.0,1.0,1.0,High,Wet,Car,36.0,31.0,Artificial Light,0.0,1,2,1,1,Middle_Age,0.8611111111111112,1,1.0012531328320802,1,2,2,2.0025062656641603
Stormy,Highway,Afternoon,1.0,60.0,4.0,0.0,Moderate,Dry,Car,68.0,59.0,Artificial Light,1.0,1,2,4,3,Elderly,0.8676470588235294,3,4.0,1,3,8,3.0
Clear,City Road,Morning,1.0,60.0,5.0,0.0,Low,Wet,Truck,59.0,53.0,Daylight,0.0,0,1,1,1,Senior,0.8983050847457628,1,5.0,1,2,1,2.0
Snowy,Highway,Afternoon,1.0,30.0,3.0,0.0,Moderate,Icy,Car,58.0,55.0,Artificial Light,0.0,1,2,5,1,Senior,0.9482758620689655,1,3.0,1,3,10,3.0
Snowy,Highway,Morning,2.0,50.0,3.0,1.0,Moderate,Icy,Car,29.0,29.0,Artificial Light,0.0,0,1,5,1,Adult,1.0,1,6.0,1,3,5,6.0
Clear,Highway,Night,1.0,60.0,5.0,0.0,Low,Dry,Bus,20.0,15.0,Artificial Light,1.0,3,4,1,1,Young,0.75,3,5.0,1,3,4,3.0
Clear,Highway,Afternoon,1.0,50.0,5.0,1.0,Moderate,Dry,Car,27.0,24.0,Artificial Light,0.0,1,2,1,1,Adult,0.8888888888888888,1,5.0,1,3,2,3.0
Snowy,Highway,Morning,2.0,50.0,5.0,1.0,Low,Dry,Car,31.0,29.0,Artificial Light,0.0,0,1,5,1,Adult,0.9354838709677419,1,10.0,1,3,5,6.0
Rainy,City Road,Evening,1.0,100.0,4.0,0.0,Low,Icy,Bus,43.2593984962406,38.9812030075188,Daylight,0.0,2,3,2,1,Middle_Age,0.9011036760232903,1,4.0,2,2,6,2.0
Rainy,Highway,Afternoon,2.0,80.0,3.0,0.0,Low,Dry,Car,43.2593984962406,28.0,Daylight,0.0,1,2,2,1,Middle_Age,0.6472581906665508,1,6.0,2,3,4,6.0
Clear,Mountain Road,Morning,0.0,60.0,3.0,0.0,Low,Dry,Car,33.0,29.0,Daylight,0.0,0,1,1,1,Adult,0.8787878787878788,1,0.0,1,4,1,0.0
Clear,Highway,Evening,2.0,50.0,4.0,0.0,High,Dry,Motorcycle,27.0,18.0,No Light,0.0,2,3,1,1,Adult,0.6666666666666666,1,8.0,1,3,3,6.0
Clear,Highway,Afternoon,0.0,60.0,4.0,0.0,Low,Wet,Car,25.0,20.0,Artificial Light,0.0,1,2,1,1,Young,0.8,1,0.0,1,3,2,0.0
Clear,City Road,Evening,1.0012531328320802,50.0,2.0,0.0,Low,Dry,Car,68.0,62.0,Artificial Light,0.0,2,3,1,1,Elderly,0.9117647058823529,3,2.0025062656641603,1,2,3,2.0025062656641603
Rainy,City Road,Afternoon,1.0,100.0,3.0,0.0,Moderate,Wet,Car,54.0,50.0,Artificial Light,0.0,1,2,2,2,Senior,0.9259259259259259,1,3.0,2,2,4,2.0
Snowy,City Road,Evening,2.0,60.0,3.0,0.0,Low,Wet,Truck,38.0,34.0,Artificial Light,0.0,2,3,5,2,Middle_Age,0.8947368421052632,1,6.0,1,2,15,4.0
Clear,Highway,Evening,1.0,60.0,2.0,0.0,Low,Wet,Car,32.0,27.0,Artificial Light,0.0,2,3,1,1,Adult,0.84375,1,2.0,1,3,3,3.0
Clear,Mountain Road,Afternoon,1.0,30.0,5.0,1.0,Moderate,Wet,Car,38.0,36.0,Artificial Light,1.0,1,2,1,1,Middle_Age,0.9473684210526315,1,5.0,1,4,2,4.0
Clear,City Road,Afternoon,0.0,60.0,1.0,0.0,Moderate,Under Construction,Motorcycle,43.0,40.0,Artificial Light,1.0,1,2,1,1,Middle_Age,0.9302325581395349,1,0.0,1,2,2,0.0
Clear,City Road,Evening,0.0,50.0,1.0,1.0,Low,Wet,Truck,57.0,53.0,Daylight,1.0,2,3,1,1,Senior,0.9298245614035088,1,0.0,1,2,3,0.0
Clear,City Road,Afternoon,2.0,60.0,1.0,0.0,Moderate,Wet,Car,53.0,49.0,Daylight,0.0,1,2,1,1,Senior,0.9245283018867925,1,2.0,1,2,2,4.0
Clear,Highway,Morning,1.0,60.0,3.0,0.0,Moderate,Under Construction,Truck,43.2593984962406,36.0,No Light,0.0,0,1,1,1,Middle_Age,0.8321891022855653,1,3.0,1,3,1,3.0
Stormy,City Road,Evening,1.0,189.0,13.0,0.0,Low,Icy,Car,68.0,60.0,Artificial Light,0.0,2,3,4,3,Elderly,0.8823529411764706,3,13.0,3,2,12,2.0
Snowy,City Road,Afternoon,2.0,60.0,3.0,0.0,Low,Dry,Car,22.0,15.0,Artificial Light,1.0,1,2,5,1,Young,0.6818181818181818,3,6.0,1,2,10,4.0
Foggy,Highway,Afternoon,1.0,80.0,2.0,0.0,High,Icy,Car,30.0,25.0,Artificial Light,0.0,1,2,3,3,Adult,0.8333333333333334,1,2.0,2,3,6,3.0
Snowy,Highway,Evening,1.0,30.0,5.0,0.0,Low,Dry,Car,52.0,45.0,Daylight,1.0,2,3,5,1,Senior,0.8653846153846154,1,5.0,1,3,15,3.0
Clear,Highway,Afternoon,2.0,30.0,4.0,0.0,Low,Wet,Truck,47.0,45.0,Daylight,0.0,1,2,1,1,Middle_Age,0.9574468085106383,1,8.0,1,3,2,6.0
Clear,Highway,Evening,1.0,50.0,4.0,1.0,Low,Dry,Car,29.0,25.0,Artificial Light,0.0,2,3,1,1,Adult,0.8620689655172413,1,4.0,1,3,3,3.0
Rainy,Highway,Morning,2.0,80.0,2.0,0.0,Low,Dry,Car,43.0,35.0,Artificial Light,1.0,0,1,2,1,Middle_Age,0.813953488372093,1,4.0,2,3,2,6.0
Clear,Highway,Afternoon,0.0,50.0,2.0,0.0,Low,Dry,Car,51.0,51.0,Artificial Light,1.0,1,2,1,1,Senior,1.0,1,0.0,1,3,2,0.0
Foggy,Highway,Afternoon,1.0,50.0,2.0,0.0,Moderate,Wet,Motorcycle,19.0,19.0,Daylight,1.0,1,2,3,3,Young,1.0,3,2.0,1,3,6,3.0
Clear,Rural Road,Morning,0.0,60.0,2.0,0.0,Low,Dry,Car,68.0,61.0,No Light,0.0,0,1,1,1,Elderly,0.8970588235294118,3,0.0,1,2,1,0.0
Rainy,Highway,Night,0.0,50.0,3.0,0.0,Moderate,Dry,Car,69.0,38.9812030075188,Artificial Light,0.0,3,4,2,1,Elderly,0.5649449711234609,3,0.0,1,3,8,0.0
Clear,Highway,Afternoon,1.0,50.0,5.0,0.0,High,Icy,Car,23.0,17.0,Artificial Light,1.0,1,2,1,1,Young,0.7391304347826086,3,5.0,1,3,2,3.0
Snowy,City Road,Afternoon,1.0,60.0,1.0,0.0,Moderate,Dry,Motorcycle,48.0,45.0,No Light,1.0,1,2,5,1,Middle_Age,0.9375,1,1.0,1,2,10,2.0
Clear,City Road,Afternoon,2.0,60.0,4.0,0.0,Low,Dry,Car,32.0,24.0,Artificial Light,1.0,1,2,1,1,Adult,0.75,1,8.0,1,2,2,4.0
Rainy,Highway,Morning,1.0,60.0,3.0,0.0,Low,Dry,Car,44.0,39.0,Daylight,0.0,0,1,2,1,Middle_Age,0.8863636363636364,1,3.0,1,3,2,3.0
Rainy,City Road,Afternoon,2.0,50.0,4.0,0.0,Low,Dry,Car,20.0,15.0,Artificial Light,0.0,1,2,2,1,Young,0.75,3,8.0,1,2,4,4.0
Snowy,Rural Road,Afternoon,2.0,100.0,4.0,0.0,Low,Dry,Car,40.0,36.0,Daylight,1.0,1,2,5,1,Middle_Age,0.9,1,8.0,2,2,10,4.0
Stormy,Highway,Afternoon,0.0,60.0,4.0,0.0,High,Under Construction,Motorcycle,46.0,44.0,Artificial Light,0.0,1,2,4,3,Middle_Age,0.9565217391304348,1,0.0,1,3,8,0.0
Clear,Highway,Evening,1.0,30.0,5.0,1.0,Low,Icy,Motorcycle,62.0,61.0,Daylight,1.0,2,3,1,1,Senior,0.9838709677419355,1,5.0,1,3,3,3.0
Foggy,Rural Road,Afternoon,2.0,60.0,5.0,0.0,Low,Dry,Car,28.0,24.0,Artificial Light,0.0,1,2,3,3,Adult,0.8571428571428571,1,10.0,1,2,6,4.0
Clear,Highway,Afternoon,0.0,100.0,1.0,0.0,Low,Under Construction,Car,24.0,18.0,Artificial Light,0.0,1,2,1,1,Young,0.75,3,0.0,2,3,2,0.0
Rainy,Rural Road,Morning,2.0,60.0,2.0,1.0,Low,Icy,Car,18.0,18.0,Daylight,0.0,0,1,2,1,Young,1.0,3,4.0,1,2,2,4.0
Foggy,Highway,Afternoon,1.0012531328320802,100.0,4.0,0.0,Low,Icy,Car,43.0,37.0,Daylight,0.0,1,2,3,3,Middle_Age,0.8604651162790697,1,4.005012531328321,2,3,6,3.0037593984962405
Rainy,Highway,Afternoon,1.0,100.0,2.0,0.0,Moderate,Dry,Bus,26.0,18.0,Daylight,0.0,1,2,2,1,Adult,0.6923076923076923,1,2.0,2,3,4,3.0
Foggy,Highway,Afternoon,0.0,50.0,3.0,0.0,Low,Wet,Car,66.0,65.0,Daylight,0.0,1,2,3,3,Elderly,0.9848484848484849,3,0.0,1,3,6,0.0
Rainy,City Road,Afternoon,0.0,60.0,3.0,0.0,High,Icy,Car,34.0,27.0,Artificial Light,0.0,1,2,2,1,Adult,0.7941176470588235,1,0.0,1,2,4,0.0
Clear,Rural Road,Morning,1.0,80.0,4.0,0.0,Low,Dry,Bus,39.0,35.0,Artificial Light,1.0,0,1,1,1,Middle_Age,0.8974358974358975,1,4.0,2,2,1,2.0
Clear,City Road,Evening,1.0,80.0,5.0,0.0,Low,Icy,Car,43.0,41.0,Daylight,0.0,2,3,1,1,Middle_Age,0.9534883720930233,1,5.0,2,2,3,2.0
Rainy,Highway,Morning,0.0,30.0,3.0,0.0,Low,Dry,Car,27.0,26.0,Daylight,0.0,0,1,2,1,Adult,0.9629629629629629,1,0.0,1,3,2,0.0
Foggy,Highway,Morning,1.0,80.0,3.0,0.0,Low,Icy,Motorcycle,42.0,36.0,Artificial Light,1.0,0,1,3,3,Middle_Age,0.8571428571428571,1,3.0,2,3,3,3.0
Clear,Rural Road,Afternoon,1.0,50.0,4.0,0.0,Low,Dry,Car,49.0,40.0,Daylight,0.0,1,2,1,1,Middle_Age,0.8163265306122449,1,4.0,1,2,2,2.0
Clear,City Road,Afternoon,2.0,50.0,1.0,0.0,Low,Dry,Car,56.0,52.0,Artificial Light,0.0,1,2,1,1,Senior,0.9285714285714286,1,2.0,1,2,2,4.0
Clear,Highway,Morning,2.0,60.0,4.0,0.0,Moderate,Wet,Car,30.0,28.0,Artificial Light,1.0,0,1,1,1,Adult,0.9333333333333333,1,8.0,1,3,1,6.0
Snowy,Highway,Evening,1.0,100.0,3.0,0.0,Moderate,Wet,Car,54.0,53.0,Artificial Light,0.0,2,3,5,2,Senior,0.9814814814814815,1,3.0,2,3,15,3.0
Clear,Highway,Night,0.0,120.0,5.0,0.0,Moderate,Icy,Car,67.0,63.0,Daylight,1.0,3,4,1,1,Elderly,0.9402985074626866,3,0.0,3,3,4,0.0
Clear,Rural Road,Evening,1.0,30.0,3.0,0.0,Low,Wet,Car,41.0,35.0,Artificial Light,1.0,2,3,1,1,Middle_Age,0.8536585365853658,1,3.0,1,2,3,2.0
Clear,Highway,Morning,0.0,80.0,1.0,1.0,Low,Wet,Car,55.0,49.0,Artificial Light,0.0,0,1,1,1,Senior,0.8909090909090909,1,0.0,2,3,1,0.0
Rainy,Highway,Afternoon,2.0,60.0,5.0,0.0,Moderate,Dry,Car,34.0,32.0,Artificial Light,0.0,1,2,2,1,Adult,0.9411764705882353,1,10.0,1,3,4,6.0
Rainy,Highway,Night,1.0,60.0,4.0,1.0,Low,Dry,Truck,31.0,24.0,Daylight,0.0,3,4,2,1,Adult,0.7741935483870968,1,4.0,1,3,8,3.0
Rainy,Highway,Night,2.0,100.0,4.0,0.0,Moderate,Wet,Car,22.0,21.0,Artificial Light,0.0,3,4,2,2,Young,0.9545454545454546,3,8.0,2,3,8,6.0
Clear,City Road,Morning,1.0,60.0,2.0,0.0,Low,Dry,Car,64.0,59.0,Artificial Light,0.0,0,1,1,1,Senior,0.921875,1,2.0,1,2,1,2.0
Clear,Highway,Morning,0.0,60.0,5.0,0.0,Low,Wet,Car,45.0,41.0,Artificial Light,0.0,0,1,1,1,Middle_Age,0.9111111111111111,1,0.0,1,3,1,0.0
Clear,Mountain Road,Afternoon,2.0,120.0,2.0,0.0,Low,Icy,Car,50.0,45.0,Daylight,0.0,1,2,1,1,Middle_Age,0.9,1,4.0,3,4,2,8.0
Rainy,Highway,Afternoon,1.0,50.0,2.0,0.0,High,Dry,Car,29.0,38.9812030075188,Artificial Light,1.0,1,2,2,1,Adult,1.3441794140523724,1,2.0,1,3,4,3.0
Snowy,Rural Road,Evening,1.0,80.0,2.0,0.0,Low,Wet,Car,27.0,18.0,Daylight,1.0,2,3,5,2,Adult,0.6666666666666666,1,2.0,2,2,15,2.0
Clear,Highway,Evening,1.0,60.0,5.0,1.0,High,Dry,Car,26.0,17.0,Daylight,0.0,2,3,1,1,Adult,0.6538461538461539,1,5.0,1,3,3,3.0
Clear,Highway,Evening,2.0,30.0,1.0,1.0,Low,Icy,Car,68.0,67.0,Artificial Light,0.0,2,3,1,1,Elderly,0.9852941176470589,3,2.0,1,3,3,6.0
Foggy,Highway,Afternoon,0.0,60.0,3.0,0.0,Low,Icy,Car,43.0,37.0,Artificial Light,0.0,1,2,3,3,Middle_Age,0.8604651162790697,1,0.0,1,3,6,0.0
Foggy,City Road,Evening,0.0,100.0,1.0,0.0,Low,Dry,Car,35.0,26.0,Artificial Light,1.0,2,3,3,3,Adult,0.7428571428571429,1,0.0,2,2,9,0.0
Foggy,Highway,Morning,0.0,60.0,2.0,0.0,Low,Dry,Truck,46.0,38.9812030075188,Daylight,0.0,0,1,3,3,Middle_Age,0.8474174566851913,1,0.0,1,3,3,0.0
Snowy,Highway,Evening,1.0,100.0,5.0,0.0,Moderate,Under Construction,Car,47.0,38.9812030075188,Daylight,0.0,2,3,5,1,Middle_Age,0.8293872980323149,1,5.0,2,3,15,3.0
Rainy,Highway,Night,2.0,30.0,5.0,0.0,Low,Icy,Car,56.0,55.0,Daylight,1.0,3,4,2,1,Senior,0.9821428571428571,1,10.0,1,3,8,6.0
Snowy,City Road,Evening,1.0,50.0,2.0,0.0,Low,Wet,Car,67.0,65.0,Artificial Light,1.0,2,3,5,2,Elderly,0.9701492537313433,3,2.0,1,2,15,2.0
Clear,City Road,Morning,2.0,50.0,1.0,0.0,Low,Dry,Car,62.0,53.0,Artificial Light,1.0,0,1,1,1,Senior,0.8548387096774194,1,2.0,1,2,1,4.0
Rainy,Mountain Road,Evening,2.0,100.0,3.0,0.0,Moderate,Icy,Truck,59.0,57.0,Artificial Light,0.0,2,3,2,1,Senior,0.9661016949152542,1,6.0,2,4,6,8.0
Clear,Highway,Afternoon,1.0012531328320802,30.0,1.0,0.0,Low,Wet,Car,25.0,24.0,Artificial Light,0.0,1,2,1,1,Young,0.96,1,1.0012531328320802,1,3,2,3.0037593984962405
Snowy,Rural Road,Evening,0.0,100.0,5.0,0.0,Low,Dry,Car,28.0,21.0,Artificial Light,1.0,2,3,5,1,Adult,0.75,1,0.0,2,2,15,0.0
Clear,Highway,Afternoon,0.0,60.0,4.0,0.0,High,Under Construction,Car,24.0,19.0,Artificial Light,0.0,1,2,1,1,Young,0.7916666666666666,3,0.0,1,3,2,0.0
Clear,Highway,Afternoon,0.0,100.0,5.0,0.0,Moderate,Dry,Car,43.0,41.0,Daylight,0.0,1,2,1,1,Middle_Age,0.9534883720930233,1,0.0,2,3,2,0.0
Stormy,City Road,Morning,1.0,60.0,1.0,1.0,Moderate,Under Construction,Motorcycle,52.0,50.0,Artificial Light,0.0,0,1,4,3,Senior,0.9615384615384616,1,1.0,1,2,4,2.0
Foggy,Highway,Afternoon,1.0,60.0,1.0,0.0,Moderate,Under Construction,Car,63.0,62.0,Artificial Light,0.0,1,2,3,3,Senior,0.9841269841269841,1,1.0,1,3,6,3.0
Clear,Highway,Evening,1.0,80.0,2.0,0.0,Moderate,Under Construction,Car,24.0,21.0,No Light,0.0,2,3,1,1,Young,0.875,3,2.0,2,3,3,3.0
Clear,Highway,Morning,1.0012531328320802,100.0,4.0,0.0,Moderate,Icy,Car,40.0,35.0,Artificial Light,1.0,0,1,1,1,Middle_Age,0.875,1,4.005012531328321,2,3,1,3.0037593984962405
Clear,Highway,Morning,2.0,100.0,3.0,0.0,Low,Dry,Car,40.0,33.0,Artificial Light,0.0,0,1,1,1,Middle_Age,0.825,1,6.0,2,3,1,6.0
Foggy,Highway,Morning,0.0,80.0,4.0,0.0,Low,Dry,Car,56.0,51.0,No Light,1.0,0,1,3,3,Senior,0.9107142857142857,1,0.0,2,3,3,0.0
Clear,City Road,Afternoon,1.0012531328320802,60.0,1.0,0.0,Low,Dry,Car,49.0,47.0,No Light,0.0,1,2,1,1,Middle_Age,0.9591836734693877,1,1.0012531328320802,1,2,2,2.0025062656641603
Rainy,Rural Road,Afternoon,2.0,60.0,4.0,0.0,Low,Dry,Car,46.0,40.0,Daylight,0.0,1,2,2,1,Middle_Age,0.8695652173913043,1,8.0,1,2,4,4.0
Stormy,Highway,Night,1.0,100.0,3.0,0.0,Moderate,Icy,Car,29.0,21.0,Daylight,0.0,3,4,4,3,Adult,0.7241379310344828,1,3.0,2,3,16,3.0
Clear,Highway,Morning,0.0,60.0,4.0,0.0,Moderate,Icy,Car,43.2593984962406,58.0,Artificial Light,1.0,0,1,1,1,Middle_Age,1.3407491092378552,1,0.0,1,3,1,0.0
Rainy,Rural Road,Afternoon,1.0,60.0,4.0,0.0,Low,Dry,Car,52.0,44.0,Artificial Light,0.0,1,2,2,1,Senior,0.8461538461538461,1,4.0,1,2,4,2.0
Clear,Mountain Road,Evening,0.0,60.0,4.0,0.0,Low,Dry,Car,69.0,60.0,Daylight,0.0,2,3,1,1,Elderly,0.8695652173913043,3,0.0,1,4,3,0.0
Rainy,Highway,Afternoon,1.0,60.0,2.0,0.0,Low,Dry,Car,41.0,41.0,Artificial Light,0.0,1,2,2,1,Middle_Age,1.0,1,2.0,1,3,4,3.0
Stormy,Mountain Road,Evening,2.0,50.0,3.0,0.0,Low,Dry,Bus,58.0,51.0,No Light,0.0,2,3,4,3,Senior,0.8793103448275862,1,6.0,1,4,12,8.0
Clear,Highway,Morning,2.0,120.0,3.0,0.0,Low,Wet,Car,43.0,40.0,Daylight,0.0,0,1,1,1,Middle_Age,0.9302325581395349,1,6.0,3,3,1,6.0
Clear,Highway,Morning,2.0,100.0,2.0,0.0,Low,Dry,Car,48.0,43.0,Daylight,0.0,0,1,1,1,Middle_Age,0.8958333333333334,1,4.0,2,3,1,6.0
Clear,Highway,Night,1.0012531328320802,100.0,5.0,1.0,Moderate,Dry,Car,67.0,64.0,Daylight,1.0,3,4,1,1,Elderly,0.9552238805970149,3,5.0062656641604,2,3,4,3.0037593984962405
Clear,Highway,Afternoon,1.0,100.0,2.0,0.0,Low,Dry,Car,20.0,15.0,Artificial Light,0.0,1,2,1,1,Young,0.75,3,2.0,2,3,2,3.0
Rainy,Highway,Afternoon,2.0,60.0,5.0,0.0,Low,Dry,Car,24.0,24.0,Artificial Light,1.0,1,2,2,1,Young,1.0,3,10.0,1,3,4,6.0
Clear,Rural Road,Night,0.0,60.0,5.0,0.0,Low,Wet,Truck,46.0,45.0,Artificial Light,0.0,3,4,1,1,Middle_Age,0.9782608695652174,1,0.0,1,2,4,0.0
Clear,Highway,Night,2.0,60.0,4.0,0.0,Low,Dry,Car,55.0,51.0,Artificial Light,1.0,3,4,1,1,Senior,0.9272727272727272,1,8.0,1,3,4,6.0
Foggy,Rural Road,Night,0.0,50.0,1.0,0.0,Low,Dry,Car,65.0,63.0,Daylight,1.0,3,4,3,3,Senior,0.9692307692307692,1,0.0,1,2,12,0.0
Clear,Highway,Evening,1.0,50.0,3.0,0.0,Low,Dry,Car,44.0,40.0,Daylight,1.0,2,3,1,1,Middle_Age,0.9090909090909091,1,3.0,1,3,3,3.0
Clear,City Road,Morning,2.0,50.0,1.0,0.0,Low,Dry,Car,67.0,66.0,Artificial Light,0.0,0,1,1,1,Elderly,0.9850746268656716,3,2.0,1,2,1,4.0
Rainy,Highway,Morning,2.0,50.0,4.0,0.0,Low,Dry,Truck,22.0,18.0,Daylight,0.0,0,1,2,1,Young,0.8181818181818182,3,8.0,1,3,2,6.0
